BUILDING IRN,BUILDING NAME,DISTRICT IRN,DISTRICT NAME,ADDRESS,CITY,STATE,ZIP CODE,PHONE,PRINCIPAL,COUNTY,GRADE SPAN,INDICATORS MET GRADE,PERFORMANCE INDEX SCORE GRADE,4-YEAR GRADUATION RATE GRADE,5-YEAR GRADUATION RATE GRADE,OVERALL VALUE-ADDED GRADE,GIFTED VALUE-ADDED GRADE,LOWEST 20% VALUE-ADDED GRADE,SWD VALUE-ADDED GRADE,AMO GRADE,K-3 LITERACY IMPROVEMENT GRADE,ACHIEVEMENT COMPONENT GRADE,GRADUATION COMPONENT GRADE,PROGRESS COMPONENT GRADE,GAP CLOSING COMPONENT GRADE,K-3 LITERACY COMPONENT GRADE,PREPARED FOR SUCCESS GRADE
043398,Mad River Middle School,048702,Mad River Local,1801 Harshman Rd,Dayton,OH,45424-5019,(937) 237-4265,Laurie A. Plank,Montgomery,7-8,F,D,NR,NR,F,F,F,D,F,NR,F,NR,D,F,NR,NR
043430,Faircrest Memorial Middle School,049833,Canton Local,616 Faircrest St SW,Canton,OH,44706-4841,(330) 484-8015,Gay E. Welker,Stark,5-8,F,C,NR,NR,A,C,A,A,F,NR,D,NR,B,F,NR,NR
043448,Green Middle School,050013,Green Local,PO Box 218,Green,OH,44232-0218,(330) 896-7710,Brian J. Wells,Summit,7-8,C,B,NR,NR,A,A,B,B,D,NR,B,NR,A,D,NR,NR
050757,Fairbrook Elementary School,047241,Beavercreek City,260 N Fairfield Rd,Beavercreek,OH,45430-1749,(937) 429-7616,Joell A. Mangan,Greene,K-5,B,B,NR,NR,A,A,A,A,D,B,B,NR,A,D,B,NR
061218,Centerville Primary Village North,043737,Centerville City,6450 Marshall Rd,Centerville,OH,45459-2239,(937) 438-6062,Melinda R. Cline,Montgomery,"K-1,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
061275,Mariemont Elementary School,044313,Mariemont City,6750 Wooster Pike,Cincinnati,OH,45227-4303,(513) 272-7400,Ericka R. Simmons,Hamilton,K-6,A,A,NR,NR,A,A,NR,A,A,B,A,NR,A,A,B,NR
061291,Kimpton Middle School,044834,Stow-Munroe Falls City School District,380 N River Rd,Munroe Falls,OH,44262-1331,(330) 689-5288,Susan T. Palchesko,Summit,7-8,F,C,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
061309,Sylvania Arbor Hills Junior High School,044875,Sylvania Schools,5334 Whiteford Rd,Sylvania,OH,43560-2520,(419) 824-8640,Mellisa A. McDonald,Lucas,6-8,F,C,NR,NR,A,A,A,B,F,NR,D,NR,A,F,NR,NR
061317,Wellington High School,045658,Wellington Exempted Village,629 N Main St,Wellington,OH,44090-1081,(440) 647-3734,Tina Drake,Lorain,9-12,F,D,C,B,B,C,C,D,F,NR,D,B,B,F,NR,F
061325,Grove City High School,044800,South-Western City,4665 Hoover Rd,Grove City,OH,43123-8621,(614) 801-3300,Bryan P. O'Shea,Franklin,9-12,F,C,B,B,F,D,F,F,D,NR,D,B,D,D,NR,D
061333,Westland High School,044800,South-Western City,146 Galloway Rd,Galloway,OH,43119-9402,(614) 851-7000,Stephen C. Gehlert,Franklin,9-12,F,D,D,D,F,F,F,F,F,NR,D,D,F,F,NR,F
061358,Annehurst Elementary School,045047,Westerville City,925 W Main St,Westerville,OH,43081-1226,(614) 797-7000,Earl D. Rahm III,Franklin,K-5,F,B,NR,NR,F,F,F,D,F,C,C,NR,D,F,C,NR
061366,Chamberlin Hill Elementary School,043984,Findlay City,600 W Yates Ave,Findlay,OH,45840-1160,(419) 425-8328,Lyndsey R. Stephenson,Hancock,3-5,F,B,NR,NR,A,C,B,B,D,D,C,NR,B,D,D,NR
061374,Crestwood Elementary School,047092,Swanton Local,601 N Main St,Swanton,OH,43558-1114,(419) 826-8991,Kristi M. Molter,Fulton,P,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
061382,Helke Elementary School,044958,Vandalia-Butler City,611 Randler Ave,Vandalia,OH,45377-1406,(937) 415-3000,Brian L. Tregoning,Montgomery,K-5,F,B,NR,NR,NR,NR,NR,NR,A,B,C,NR,NR,A,B,NR
061432,Cloverleaf Middle School,048488,Cloverleaf Local,7500 Buffham Rd,Seville,OH,44273-9158,(330) 302-0206,Brian J. Madigan,Medina,6-8,F,C,NR,NR,F,F,F,F,D,NR,D,NR,F,D,NR,NR
061457,Mount Vernon Middle School,044420,Mount Vernon City,298 Martinsburg Rd,Mount Vernon,OH,43050-4226,(740) 392-6867,Gary W. Hankins,Knox,6-8,F,C,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
061465,Pleasant Street Elementary School,044420,Mount Vernon City,305 E Pleasant St,Mount Vernon,OH,43050-1822,(740) 393-5990,Karen E. Boylan,Knox,"K-5,P",D,B,NR,NR,A,B,A,A,C,B,C,NR,A,C,B,NR
061473,Rushwood Elementary School,050047,Nordonia Hills City,8200 Rushwood Ln,Northfield,OH,44067-1782,(330) 467-0581,Jacqueline OConnor,Summit,K-4,B,B,NR,NR,C,C,C,C,B,C,B,NR,C,B,C,NR
061481,Geo G Dodge Elementary School,050070,Twinsburg City,10225 Ravenna Rd,Twinsburg,OH,44087-1722,(330) 486-2200,Reginald B. Holland,Summit,4-6,C,B,NR,NR,B,B,C,C,B,NR,B,NR,B,B,NR,NR
061499,Eastwood Middle School,050674,Eastwood Local,4800 Sugar Ridge Rd,Pemberville,OH,43450-9626,(419) 833-6011,Edward E. Eding,Wood,6-8,F,C,NR,NR,C,C,B,C,D,NR,C,NR,B,D,NR,NR
061507,Northwood Elementary School,048728,Northmont City,6200 Noranda Dr,Dayton,OH,45415-2023,(937) 832-6240,Sally A. Moore,Montgomery,2-6,F,C,NR,NR,C,C,B,B,B,C,D,NR,B,B,C,NR
061515,Mayfield Preschool,044370,Mayfield City,950 Millridge Rd,Cleveland,OH,44143-3114,(440) 995-7300,,Cuyahoga,"P,K,SN",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
061523,Valley Forge Elementary School,048751,Huber Heights City,7191 Troy Manor Rd,Huber Heights,OH,45424-2614,(937) 237-6380,Rebecca L. Molfenter,Montgomery,K-6,F,D,NR,NR,F,NR,B,B,F,C,D,NR,D,F,C,NR
061549,Glendening Elementary School,046979,Groveport Madison Local,4200 Glendenning Dr,Groveport,OH,43125-9704,(614) 836-4972,Curt R. Brogan,Franklin,K-5,F,D,NR,NR,C,NR,C,D,F,C,D,NR,C,F,C,NR
061556,Sedalia Elementary,046979,Groveport Madison Local,5400 Sedalia Dr,Columbus,OH,43232-6346,(614) 833-2014,Matthew D. Decastro,Franklin,K-5,F,C,NR,NR,A,C,A,A,B,C,C,NR,B,B,C,NR
061572,Ansonia Middle School,046623,Ansonia Local,PO Box 279,Ansonia,OH,45303-0279,(937) 337-5591,Stephen A. Garman,Darke,7-8,D,B,NR,NR,A,NR,NR,NR,A,NR,C,NR,A,A,NR,NR
061598,Sheridan Middle School,049056,Northern Local,8660 Sheridan Road,Thornville,OH,43076-9757,(740) 743-1315,Jay B. Hickman,Perry,6-8,F,C,NR,NR,D,D,F,F,F,NR,D,NR,D,F,NR,NR
061614,Waynesville Middle School,050468,Wayne Local,723 Dayton Rd,Waynesville,OH,45068-8432,(513) 897-4706,Randal L. Gebhardt,Warren,6-8,C,B,NR,NR,A,A,C,B,C,NR,B,NR,B,C,NR,NR
061622,Triway Junior High School,050591,Triway Local,3145 Shreve Rd,Wooster,OH,44691-4437,(330) 264-2114,Joshua S. Stutz,Wayne,7-8,F,C,NR,NR,B,F,C,C,B,NR,C,NR,B,B,NR,NR
061630,General Sherman Junior High School,044206,Lancaster City,701 Union St,Lancaster,OH,43130-2924,(740) 687-7344,Charles Z. Page,Fairfield,6-8,F,C,NR,NR,A,A,B,B,F,NR,D,NR,A,F,NR,NR
061655,Thomas Ewing Junior High School,044206,Lancaster City,825 E Fair Ave,Lancaster,OH,43130-2721,(740) 687-7347,"Steven E. Poston, Jr.",Fairfield,6-8,F,D,NR,NR,B,A,D,D,F,NR,D,NR,B,F,NR,NR
061663,Orchard Hollow Elementary School,045492,Mentor Exempted Village,8700 Hendricks Rd,Mentor,OH,44060-2138,(440) 257-5955,Karen A. Trunk,Lake,K-5,D,B,NR,NR,F,C,B,C,B,C,B,NR,D,B,C,NR
061671,Shore Middle School,045492,Mentor Exempted Village,5670 Hopkins Rd,Mentor,OH,44060-2058,(440) 255-4444,Michael J. Sears,Lake,6-8,F,C,NR,NR,A,C,B,B,F,NR,D,NR,B,F,NR,NR
061697,Seven Mile Elementary School,046094,Edgewood City,200 West Ritter St,Seven Mile,OH,45062-0260,(513) 726-6234,Lori L. Harrison,Butler,K-5,F,B,NR,NR,A,NR,D,D,D,B,C,NR,B,D,B,NR
061705,Northridge Elementary School,046250,Northeastern Local,4445 Ridgewood Rd E,Springfield,OH,45503-5933,(937) 342-4627,Samuel R. Shaffer,Clark,K-5,F,C,NR,NR,A,A,A,B,C,C,D,NR,A,C,C,NR
061713,South Vienna Elementary School,046250,Northeastern Local,140 W Main St,South Vienna,OH,45369-9753,(937) 346-0840,Denise A. Jones,Clark,K-5,F,C,NR,NR,A,C,B,A,F,C,D,NR,B,F,C,NR
061804,Walker Elementary School,049833,Canton Local,3525 Sandy Ave SE,Canton,OH,44707-1811,(330) 484-8020,Frank W. Kruger,Stark,"K-4,P",F,C,NR,NR,A,F,B,A,D,C,C,NR,B,D,C,NR
061812,Lake High School,049866,Lake Local,1025 Lake Center St SW,Uniontown,OH,44685-9466,(330) 877-4282,Daniel L. Harold,Stark,9-12,F,C,A,A,B,A,F,F,B,NR,C,A,B,B,NR,C
061820,Marlington Middle School,049882,Marlington Local,10325 Moulin Ave NE,Alliance,OH,44601-5906,(330) 823-7566,Nicholas G. Evanich,Stark,6-8,F,C,NR,NR,A,B,A,A,F,NR,D,NR,A,F,NR,NR
061838,T C Knapp Elementary School,049924,Perry Local,5151 Oakcliff St SW,Canton,OH,44706-2034,(330) 478-6174,Tricia A. Self,Stark,"K-4,P",D,B,NR,NR,B,C,D,D,B,C,B,NR,B,B,C,NR
061846,Seneca East Middle School,049684,Seneca East Local,13343 E US Highway 224,Attica,OH,44807-9301,(419) 426-3312,Don D. Vogt,Seneca,6-8,F,C,NR,NR,A,A,B,C,F,NR,D,NR,B,F,NR,NR
061895,Henry F Lamuth Middle School,047894,Riverside Local,6700 Auburn Rd,Painesville,OH,44077-5912,(440) 354-4394,Nicholas J. Orlando,Lake,6-8,F,C,NR,NR,A,B,A,C,F,NR,D,NR,B,F,NR,NR
061911,Troy Intermediate Elementary School,048124,Avon Lake City,237 Belmar Blvd,Avon Lake,OH,44012-1317,(440) 933-2701,Andrew J. Peltz,Lorain,5-6,B,B,NR,NR,A,A,F,D,C,NR,B,NR,B,C,NR,NR
061929,Jefferson Area Junior High School,045872,Jefferson Area Local,207 W Mulberry St,Jefferson,OH,44047-1453,(440) 576-1736,Richard J. Hoyson,Ashtabula,7-8,F,C,NR,NR,C,B,C,C,F,NR,D,NR,B,F,NR,NR
061937,Sherwood Elementary School,047340,Forest Hills Local,7080 Grantham Way,Cincinnati,OH,45230-2129,(513) 231-7565,Daniel S. Hamilton,Hamilton,K-6,B,B,NR,NR,C,C,NR,C,A,NR,B,NR,C,A,NR,NR
061952,Benjamin Logan Middle School,048074,Benjamin Logan Local,4626 County Road 26,Bellefontaine,OH,43311-9532,(937) 599-2386,,Logan,5-8,F,C,NR,NR,A,A,A,A,D,NR,C,NR,A,D,NR,NR
061960,Spencerville Middle School,045807,Spencerville Local,2500 Wisher Dr,Spencerville,OH,45887-1293,(419) 647-4112,Scott R. Gephart,Allen,5-8,F,C,NR,NR,A,A,A,A,F,NR,C,NR,A,F,NR,NR
061986,Howland Glen Elementary School,050161,Howland Local,8000 Bridle Ln NE,Warren,OH,44484-1403,(330) 856-8275,Carl W. Clark,Trumbull,"K,2",NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
061994,Howland Springs Elementary School,050161,Howland Local,9500 Howland Springs Rd SE,Warren,OH,44484-3108,(330) 856-8280,Joseph N. Simko,Trumbull,K-1,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
062000,Venice Heights Elementary School,044743,Sandusky City,4501 Venice Heights Blvd,Sandusky,OH,44870-1630,(419) 984-1290,Donna Brown,Erie,K-6,F,D,NR,NR,A,B,B,B,F,C,D,NR,A,F,C,NR
062018,Southeast Primary Elementary School,049221,Southeast Local,8301 Tallmadge Rd,Ravenna,OH,44266-9231,(330) 654-1930,David G. Fesemyer,Portage,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
062182,Pleasant View Middle School,044800,South-Western City,7255 Kropp Rd,Grove City,OH,43123-8829,(614) 801-3900,Brett M. Harmon,Franklin,7-8,F,D,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
062190,Brookpark Middle School,044800,South-Western City,2803 Southwest Blvd,Grove City,OH,43123-2069,(614) 801-3500,Holly Carr,Franklin,7-8,F,C,NR,NR,F,F,C,F,F,NR,D,NR,D,F,NR,NR
062208,Finland Middle School,044800,South-Western City,1825 Finland Ave,Columbus,OH,43223-3719,(614) 801-3600,Lori A. Balough,Franklin,7-8,F,D,NR,NR,C,F,B,C,F,NR,D,NR,C,F,NR,NR
062216,Norton Middle School,044800,South-Western City,215 Norton Rd,Columbus,OH,43228-1715,(614) 801-3700,Tresa Davis,Franklin,7-8,F,D,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
062224,Roseville Elementary School,048843,Franklin Local,PO Box 96,Roseville,OH,43777-0096,,Frank VanKirk,Muskingum,K-6,F,D,NR,NR,A,NR,A,A,F,C,D,NR,A,F,C,NR
062232,Maysville Middle School,048850,Maysville Local,3725 Panther Drive,Zanesville,OH,43701,(740) 454-7982,,Muskingum,6-8,F,D,NR,NR,A,C,A,A,F,NR,D,NR,B,F,NR,NR
062307,Meigs Middle School,048520,Meigs Local,42353 Charles Chancey Dr,Pomeroy,OH,45769,(740) 992-3058,Vickie A. Jones,Meigs,6-8,F,D,NR,NR,A,B,A,A,F,NR,D,NR,A,F,NR,NR
062315,Lincoln-West High School,043786,Cleveland Municipal,3202 W 30th St,Cleveland,OH,44109-1506,(216) 838-7000,Iteisha L. Bankston,Cuyahoga,11-12,F,F,F,F,F,NR,F,F,F,NR,F,F,F,F,NR,F
062323,Whitney Young School,043786,Cleveland Municipal,17900 Harvard Ave,Cleveland,OH,44128-1736,(216) 283-5220,Karen M. Byron-Johnson,Cuyahoga,2-12,F,C,A,A,F,F,NR,NR,B,NR,D,A,F,B,NR,D
062331,Franklin Junior High School,044008,Franklin City,136 E 6th St,Franklin,OH,45005-2598,(937) 743-8630,Jeremy E. Ward,Warren,7-8,F,D,NR,NR,F,F,C,F,F,NR,D,NR,D,F,NR,NR
062349,Mayfield Middle School,044370,Mayfield City,1123 Som Center Rd,Cleveland,OH,44124-2006,(440) 995-7801,Paul Destino,Cuyahoga,6-8,F,C,NR,NR,A,A,C,C,F,NR,D,NR,B,F,NR,NR
062356,Sylvania Mccord Junior High School,044875,Sylvania Schools,4304 N Mccord Rd,Sylvania,OH,43560-3269,(419) 824-8650,Joshua A. Tyburski,Lucas,6-8,D,B,NR,NR,A,A,A,A,F,NR,C,NR,A,F,NR,NR
062364,Orrville Middle School,044610,Orrville City,801 Mineral Spring St,Orrville,OH,44667-1607,(330) 682-1791,David F. Sovacool,Wayne,5-8,F,C,NR,NR,A,B,A,A,F,NR,C,NR,A,F,NR,NR
062372,Lexington Junior High School,049437,Lexington Local,90 Frederick St,Lexington,OH,44904-1219,(419) 884-2112,Taylor M. Gerhardt,Richland,7-8,F,B,NR,NR,A,A,C,C,C,NR,C,NR,B,C,NR,NR
062380,Fredericktown Middle School,047852,Fredericktown Local,111 Stadium Dr,Fredericktown,OH,43019-9801,(740) 694-2966,Matthew J. Caputo,Knox,6-8,F,C,NR,NR,B,C,B,C,C,NR,C,NR,B,C,NR,NR
062398,Learwood Middle School,048124,Avon Lake City,340 Lear Rd,Avon Lake,OH,44012-2002,(440) 933-8142,Vishtasp R. Nuggud,Lorain,7-8,D,B,NR,NR,F,F,C,D,D,NR,C,NR,D,D,NR,NR
062406,Bellefontaine Middle School,043588,Bellefontaine City,1201 Ludlow Rd,Bellefontaine,OH,43311-9229,(937) 593-9010,Lynda S. Holycross,Logan,6-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
062422,Baker Middle School,043968,Fairborn City,200 Lincoln Dr,Fairborn,OH,45324-5349,(937) 878-4681,Deborah A. Hauberg,Greene,6-8,F,D,NR,NR,F,F,F,F,F,NR,D,NR,F,F,NR,NR
062760,Luis Munoz Marin School,043786,Cleveland Municipal,1701 Castle Ave,Cleveland,OH,44113-5262,(216) 838-3300,Ricardo A. Torres,Cuyahoga,K-8,F,F,NR,NR,F,D,F,F,F,D,F,NR,D,F,D,NR
062778,Joseph M Gallagher School,043786,Cleveland Municipal,6601 Franklin Blvd,Cleveland,OH,44102-2913,(216) 838-6400,Thomas Kubiak,Cuyahoga,"P,K-8",F,F,NR,NR,F,C,F,F,F,C,F,NR,D,F,C,NR
062786,Bundy Elementary School,045021,Wellston City,525 W 7th St,Wellston,OH,45692-1664,(740) 384-6245,Dana J. Eberts,Jackson,"K-2,P",NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,C,NR
063461,Garrett Morgan Schl Of Science School,043786,Cleveland Municipal,4016 Woodbine Ave,Cleveland,OH,44113-3286,(216) 838-8450,Quenton R. Davis,Cuyahoga,9-12,F,F,F,C,D,NR,C,F,F,NR,F,D,D,F,NR,F
064048,Jefferson Middle School,043885,Delphos City,227 N Jefferson St,Delphos,OH,45833-1648,(419) 695-2523,Douglas W. Westrick,Van Wert,6-8,F,C,NR,NR,C,A,C,C,B,NR,C,NR,B,B,NR,NR
064071,Paulding Elementary School,045575,Paulding Exempted Village,405 N Water St,Paulding,OH,45879-1251,(419) 399-4656,Gregory L. Puthoff,Paulding,"K-5,P",F,C,NR,NR,A,C,B,A,C,C,C,NR,B,C,C,NR
064089,Worthington Hills Elementary School,045138,Worthington City,1221 Candlewood Dr,Columbus,OH,43235-1621,(614) 450-4700,Alexandra M. Seiling,Franklin,K-6,D,B,NR,NR,C,C,C,D,D,NR,B,NR,C,D,NR,NR
064105,Forest Elementary School,044529,North Olmsted City,28963 Tudor Dr,North Olmsted,OH,44070-3049,(440) 779-3526,Brent J. Monnin,Cuyahoga,K-3,NR,NR,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,C,NR
064113,Amherst Junior High School,045195,Amherst Exempted Village,548 Milan Ave,Amherst,OH,44001-1420,(440) 988-0324,ANDREW J. GIBSON,Lorain,6-8,C,B,NR,NR,A,A,A,A,C,NR,B,NR,A,C,NR,NR
064121,Josiah Harris Elementary School,045195,Amherst Exempted Village,393 S Lake St,Amherst,OH,44001-2060,(440) 984-2496,,Lorain,3-4,D,B,NR,NR,F,F,D,F,D,F,C,NR,D,D,F,NR
064139,Tinora Junior High School,046722,Northeastern Local,5921 Domersville Rd,Defiance,OH,43512-9121,(419) 497-2361,G K. Adams,Defiance,7-8,F,C,NR,NR,A,A,B,A,D,NR,C,NR,A,D,NR,NR
064147,Winton Woods High School,044081,Winton Woods City,1231 W Kemper Rd,Cincinnati,OH,45240-1617,(513) 619-2420,Eric L. Martin,Hamilton,9-12,F,D,D,C,F,B,C,F,F,NR,F,D,D,F,NR,F
064162,Orchard Middle School,046607,Solon City,6800 Som Center Rd,Solon,OH,44139-4208,(440) 349-6215,Cariann MIneard,Cuyahoga,5-6,B,A,NR,NR,A,C,NR,A,A,NR,A,NR,B,A,NR,NR
064170,George Mcdowell-Exchange Middle School,049080,Logan Elm Local,9579 Tarlton Rd,Circleville,OH,43113-9448,(740) 474-7538,Marsha L. Waidelich,Pickaway,7-8,F,C,NR,NR,A,C,A,A,F,NR,D,NR,B,F,NR,NR
064188,Teays Valley East Middle School,049098,Teays Valley Local,655 Viking Way,Ashville,OH,43103-9638,(740) 983-5000,Shannon L. Helser,Pickaway,6-8,F,C,NR,NR,D,B,C,F,C,NR,C,NR,C,C,NR,NR
064196,Westfall Middle School,049106,Westfall Local,19545 Pherson Pike,Williamsport,OH,43164-9745,(740) 986-2941,Jason R. Fife,Pickaway,6-8,F,D,NR,NR,A,C,A,A,F,NR,D,NR,B,F,NR,NR
064212,Northwood Elementary School,044503,North Canton City,1500 School Ave NE,North Canton,OH,44720-6234,(330) 497-5650,Matthew S. Donaldson,Stark,K-2,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,B,NR
064261,Lake Middle School,049866,Lake Local,511 Market Ave SW,Hartville,OH,44632-9047,(330) 877-4290,Brian K. Reed,Stark,6-8,B,B,NR,NR,A,A,B,B,B,NR,B,NR,A,B,NR,NR
064287,Woodlands Intermediate School,044131,Huron City Schools,1810 Maple Ave,Huron,OH,44839-1261,(419) 433-1234,Mark A. Doughty,Erie,3-6,D,B,NR,NR,A,B,C,C,F,NR,C,NR,B,F,NR,NR
064303,Maplewood Elementary School,045799,Shawnee Local,1670 Wonderlick Rd,Lima,OH,45805-4516,(419) 998-8076,James J. Cypher,Allen,3-4,A,B,NR,NR,A,A,A,B,C,D,A,NR,A,C,D,NR
064311,Mckinley Elementary School,048348,Poland Local,7 Elm St,Poland,OH,44514-2022,(330) 757-7015,Lisa L. Iberis,Mahoning,5-6,D,B,NR,NR,A,C,B,A,B,NR,C,NR,B,B,NR,NR
064360,Middletown Middle School,044404,Middletown City,1415 Girard Ave,Middletown,OH,45044-4362,(513) 420-4528,Michael A. Valenti,Butler,7-8,F,D,NR,NR,F,F,D,F,F,NR,D,NR,D,F,NR,NR
064378,Harrison Middle School,047381,Southwest Local,9830 West Rd,Harrison,OH,45030-1929,(513) 367-4831,Christian T. Tracy,Hamilton,6-8,F,C,NR,NR,A,A,A,A,F,NR,D,NR,A,F,NR,NR
064576,Cleveland School Of The Arts High School,043786,Cleveland Municipal,2064 Stearns Rd,Cleveland,OH,44106-3050,(216) 838-9000,John M. LePelley,Cuyahoga,9-12,F,D,A,A,F,F,C,C,F,NR,D,A,D,F,NR,F
064600,Barnesville Middle School,045203,Barnesville Exempted Village,970 Shamrock Dr,Barnesville,OH,43713-9474,(740) 425-3116,Casey J. Mayo,Belmont,5-8,F,D,NR,NR,B,C,B,A,F,NR,D,NR,B,F,NR,NR
064618,Charles Huber Elementary School,048751,Huber Heights City,8895 Emeraldgate Dr,Huber Heights,OH,45424-6410,(937) 237-6375,Tamara E. Granata,Montgomery,K-6,F,C,NR,NR,C,C,C,C,F,C,D,NR,C,F,C,NR
064626,Eastern Elementary School,049437,Lexington Local,155 Castor Rd,Lexington,OH,44904-9325,(419) 884-3610,"Buddy E. Miller, Jr.",Richland,4-6,D,B,NR,NR,A,B,C,F,D,NR,C,NR,B,D,NR,NR
064667,Pymatuning Valley Middle School,045880,Pymatuning Valley Local,PO Box 1180,Andover,OH,44003-1180,(440) 293-6981,Andrew A. Kuthy,Ashtabula,5-8,F,C,NR,NR,F,D,C,D,F,NR,D,NR,D,F,NR,NR
064675,Hickory Ridge Elementary School,043661,Brunswick City,4628 Hickory Ridge Ave,Brunswick,OH,44212-2532,(330) 273-0483,Marisa Bavaro,Medina,K-5,F,B,NR,NR,C,C,D,NR,F,B,C,NR,C,F,B,NR
064683,Northwest High School,047365,Northwest Local,10761 Pippin Rd,Cincinnati,OH,45231-1612,(513) 851-7300,Susan K. Smith,Hamilton,9-12,F,D,B,B,C,B,C,C,F,NR,D,B,B,F,NR,D
064717,Laurelville Elementary School,049080,Logan Elm Local,16138 Pike St,Laurelville,OH,43135-9105,(740) 332-2021,Bret J. King,Hocking,"K-4,P",D,B,NR,NR,A,NR,NR,B,A,C,C,NR,A,A,C,NR
064725,Newton Falls Junior High School,045567,Newton Falls Exempted Village,907 1/2 Milton Blvd,Newton Falls,OH,44444-9707,,,Trumbull,7-8,F,D,NR,NR,F,F,F,C,F,NR,D,NR,D,F,NR,NR
064733,Westwood Middle School,043943,Elyria City Schools,42350 Adelbert St,Elyria,OH,44035-2518,(440) 284-8017,Theresa L. Lengel,Lorain,6-8,F,D,NR,NR,F,F,D,D,F,NR,D,NR,D,F,NR,NR
064741,Chapman Elementary School,044842,Strongsville City,13883 Drake Rd,Strongsville,OH,44136-7918,(440) 572-7140,Gregory E. Pollock,Cuyahoga,K-6,F,B,NR,NR,D,C,F,C,B,C,C,NR,C,B,C,NR
064758,Dublin Coffman High School,047027,Dublin City,6780 Coffman Rd,Dublin,OH,43017-1007,(614) 764-5900,Michael E. Ulring,Franklin,9-12,F,C,A,A,F,C,D,F,D,NR,C,A,D,D,NR,B
064766,New Albany Middle School,046995,New Albany-Plain Local,6600 E Dublin Granville Rd,New Albany,OH,43054-9684,(614) 413-8500,Donna H. Lebeau,Franklin,7-8,D,B,NR,NR,C,A,B,A,B,NR,C,NR,B,B,NR,NR
064790,West Holmes Middle School,047696,West Holmes Local,10901 State Route 39,Millersburg,OH,44654-9732,(330) 674-4761,Jeff S. Woods,Holmes,6-8,F,C,NR,NR,A,A,C,C,F,NR,D,NR,B,F,NR,NR
064816,Fairfield South Elementary School,046102,Fairfield City,5460 Bibury Rd,Fairfield,OH,45014-3610,(513) 829-3078,Jason J. Hussel,Butler,"K-5,P",D,B,NR,NR,A,C,C,B,B,C,C,NR,B,B,C,NR
064824,Bellflower Elementary School,045492,Mentor Exempted Village,6655 Reynolds Rd,Mentor,OH,44060-3954,(440) 255-4212,Heather L. Hardy,Lake,K-5,D,B,NR,NR,A,A,A,A,B,C,C,NR,A,B,C,NR
064857,Norwood Middle School,044578,Norwood City,2060 Sherman Ave,Norwood,OH,45212-2616,(513) 924-2700,Katherine S. Sabo,Hamilton,7-8,F,D,NR,NR,C,C,D,A,F,NR,D,NR,B,F,NR,NR
064865,New Lexington High School,044479,New Lexington School District,2547 Panther Dr NE,New Lexington,OH,43764-9081,(740) 342-3528,Charles A. Byers,Perry,9-12,F,D,F,D,F,B,F,F,F,NR,D,D,D,F,NR,F
064907,Chamberlain Middle School,050419,Carlisle Local,720 Fairview Dr,Carlisle,OH,45005-3148,(937) 746-3227,Daniel J. Turner,Warren,6-8,F,C,NR,NR,D,D,C,C,B,NR,D,NR,C,B,NR,NR
065292,Troy Junior High School,044925,Troy City,556 Adams St,Troy,OH,45373-1453,(937) 332-6720,David L. Dilbone,Miami,7-8,F,C,NR,NR,A,C,C,F,F,NR,D,NR,B,F,NR,NR
065318,Trimble Junior High,045922,Trimble Local,18500 Jacksonville Rd,Glouster,OH,45732-9337,(740) 767-2810,Jamie L. Starrett,Athens,6-8,F,D,NR,NR,A,A,B,F,F,NR,D,NR,B,F,NR,NR
065383,Buckeye Junior High School,048470,Buckeye Local,3024 Columbia Rd,Medina,OH,44256-9411,(330) 722-8257,Daniel P. Flood,Medina,"7-8,SN",F,C,NR,NR,F,A,F,F,F,NR,C,NR,D,F,NR,NR
065391,Ayer Elementary School,047340,Forest Hills Local,8471 Forest Rd,Cincinnati,OH,45255-4700,(513) 474-3811,Todd G. Hartman,Hamilton,K-6,D,B,NR,NR,C,C,D,C,D,C,B,NR,C,D,C,NR
065417,Springboro Junior High School,050427,Springboro Community City,1605 S Main St,Springboro,OH,45066-1524,(937) 748-3953,Jonathan R. Franks,Warren,7-8,C,B,NR,NR,A,A,C,C,D,NR,C,NR,B,D,NR,NR
